trialIndex,experimentType,partnerAgentType,currentPlayer,participantID,roomId,humanPlayerIndex,aiPlayerIndex,partnerFallbackOccurred,partnerFallbackReason,partnerFallbackStage,partnerFallbackTime,partnerFallbackAIType,collaborationSucceeded,player1GoalReachedStep,player2GoalReachedStep,newGoalPresented,newGoalPosition,distanceCondition,isNewGoalCloserToPlayer2,trialStartTime,gptErrorEvents,currentPlayerIndex,player1Trajectory,player2Trajectory,player1Actions,player2Actions,player1RT,player2RT,player1CurrentGoal,player2CurrentGoal,player1FirstDetectedGoal,player2FirstDetectedGoal,player1FinalReachedGoal,player2FinalReachedGoal,firstDetectedSharedGoal,_finalized,completed,endTime,newGoalPresentedTime,totalSteps,source_file,file_id
11,2P3G,gpt-4.1-mini,1,670c3a0b29d34e1201670dd1,aa6f51e0-a8a1-49f7-ba8a-a3f3bba2b5f5,0.0,1.0,False,,,,gpt-4.1-mini,1.0,14,16,False,,no_new_goal,,1757697006869,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,9],[6,9],[5,9],[4,9],[3,9],[2,9],[1,9]]","[[7,4],[7,5],[8,5],[9,5],[9,6],[9,7],[9,8],[8,8],[7,8],[6,8],[5,8],[4,8],[3,8],[2,8],[1,8],[0,8]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[0,1],[1,0],[1,0],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1]]","[2308,2844,2964,3069,3320,3969,5203,5974,6155,6488,6691,7042,7863,8683]","[2308,2844,2964,3069,3320,3969,5203,5974,6155,6488,6691,7042,7863,8683,9514,10263]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0]","[null,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0]",0.0,1.0,0,0,0.0,False,True,1757697017133,,16,experiment_data_670c3a0b29d34e1201670dd1_room_aa6f51e0-a8a1-49f7-ba8a-a3f3bba2b5f5_2025-09-12T17-12-01-255Z.xlsx,experiment_data_670c3a0b29d34e1201670dd1_room_aa6f51e0-a8a1-49f7-ba8a-a3f3bba2b5f5_2025-09-12T17-12-01-255Z.xlsx
0,2P3G,gpt-4.1-mini,1,670d816961bebcb45b53b929,7a5db826-2ab9-4c4c-8578-c93df8f87b1d,0.0,1.0,False,,,,gpt-4.1-mini,0.0,13,21,True,"[0,2]",closer_to_player1,0.0,1757695791371,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1]","[[7,2],[6,2],[5,2],[4,2],[3,2],[2,2],[1,2],[0,2],[0,3],[0,4],[0,5],[0,6],[0,7]]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7],[0,7],[0,7],[0,7],[0,6],[0,5],[0,4],[0,3]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[3611,3741,4990,5932,7002,10997,12765,14450,15832,16373,17158,17685,18716]","[3611,3741,4990,5932,7002,10997,12765,14450,15832,16373,17158,17685,18716,20241,20588,21217,21635,21998,22484,22618,23093]","[0,0,0,0,0,0,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,2,2,2,2]",0.0,0.0,0,2,0.0,False,False,1757695814465,8.0,21,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx
1,2P3G,gpt-4.1-mini,1,670d816961bebcb45b53b929,7a5db826-2ab9-4c4c-8578-c93df8f87b1d,0.0,1.0,False,,,,gpt-4.1-mini,1.0,20,20,True,"[9,9]",closer_to_player2,1.0,1757695816489,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1]","[[7,1],[6,1],[5,1],[6,1],[7,1],[8,1],[9,1],[9,2],[9,3],[9,4],[8,4],[7,4],[6,4],[5,4],[4,4],[3,4],[2,4],[1,4],[1,5],[1,6]]","[[7,13],[7,12],[6,12],[6,11],[5,11],[5,10],[4,10],[3,10],[2,10],[1,10],[2,10],[2,9],[2,8],[2,7],[2,6],[2,5],[1,5],[1,4],[1,5],[1,6]]","[[-1,0],[-1,0],[1,0],[1,0],[1,0],[1,0],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1]]","[[0,-1],[-1,0],[0,-1],[-1,0],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[0,-1],[0,1],[0,1],[0,1]]","[2289,4059,6087,6280,6590,7375,9420,9858,10937,11778,12607,12790,13054,13511,13761,14439,14641,16313,16976,17853]","[2289,4059,6087,6280,6590,7375,9420,9858,10937,11778,12607,12790,13054,13511,13761,14439,14641,16313,16976,17853]","[0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0]","[null,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695834343,2.0,20,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx
2,2P3G,gpt-4.1-mini,1,670d816961bebcb45b53b929,7a5db826-2ab9-4c4c-8578-c93df8f87b1d,0.0,1.0,False,,,,gpt-4.1-mini,0.0,20,46,True,"[2,5]",equal_to_both,0.0,1757695836356,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[7,8],[7,9],[7,10],[7,9],[7,8],[7,7],[7,6],[7,5],[7,4],[7,3],[7,2],[7,1]]","[[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[6,7],[6,6],[6,5],[6,4],[6,3],[6,2],[6,1],[6,0],[6,0],[6,0],[6,0],[5,0],[4,0],[3,0],[3,0],[4,0],[3,0],[2,0],[2,1],[3,1],[2,1],[2,2],[3,2],[3,3],[3,4],[3,5],[3,6],[3,7],[3,8],[3,9],[3,10],[3,11],[3,10],[3,9],[3,8],[2,8],[2,7],[2,6]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,1],[0,1],[0,1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[0,-1],[1,0],[-1,0],[-1,0],[0,1],[1,0],[-1,0],[0,1],[1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,-1],[0,-1],[0,-1],[-1,0],[0,-1],[0,-1],[0,-1]]","[2922,3112,3427,3873,4232,5985,7456,10930,12507,13163,14630,14736,14930,15136,15997,16350,16478,17058,17510,17711]","[2922,3112,3427,3873,4232,5985,7456,10930,12507,13163,14630,14736,14930,15136,15997,16350,16478,17058,17510,17711,18486,18717,19426,19537,19769,20128,20362,20778,21217,21356,21974,22218,22332,22502,22770,23263,23879,24219,24526,24943,25288,25942,26547,26658,27374,27751]","[null,null,null,null,null,null,null,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2]",1.0,0.0,0,2,0.0,False,False,1757695864107,13.0,46,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx
3,2P3G,gpt-4.1-mini,1,670d816961bebcb45b53b929,7a5db826-2ab9-4c4c-8578-c93df8f87b1d,0.0,1.0,False,,,,gpt-4.1-mini,1.0,19,20,True,"[8,10]",closer_to_player1,0.0,1757695866134,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1]","[[7,14],[6,14],[5,14],[4,14],[3,14],[3,13],[3,12],[3,11],[3,10],[3,9],[3,8],[4,8],[5,8],[4,8],[3,8],[2,8],[1,8],[0,8],[0,8]]","[[7,0],[7,1],[6,1],[6,2],[6,3],[6,4],[6,5],[5,5],[5,6],[5,7],[4,7],[4,8],[3,8],[2,8],[1,8],[2,8],[1,8],[0,8],[0,8],[0,8]]","[[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1]]","[[0,1],[-1,0],[0,1],[0,1],[0,1],[0,1],[-1,0],[0,1],[0,1],[-1,0],[0,1],[-1,0],[-1,0],[-1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1]]","[3518,4429,5442,5551,7347,7576,7947,8175,8600,9145,10025,10755,12596,12926,13748,14301,14797,15969,16476]","[3518,4429,5442,5551,7347,7576,7947,8175,8600,9145,10025,10755,12596,12926,13748,14301,14797,15969,16476,18007]","[0,0,2,0,2,2,2,0,0,0,2,2,0,0,0,0,0,0,0]","[null,0,2,2,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695884141,2.0,20,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx
4,2P3G,gpt-4.1-mini,1,670d816961bebcb45b53b929,7a5db826-2ab9-4c4c-8578-c93df8f87b1d,0.0,1.0,False,,,,gpt-4.1-mini,1.0,18,18,True,"[8,6]",closer_to_player2,1.0,1757695886152,[],"[1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1]","[[7,0],[8,0],[8,1],[8,2],[8,3],[8,4],[7,4],[6,4],[5,4],[4,4],[3,4],[2,4],[1,4],[0,4],[0,4],[0,5],[0,6]]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[7,6],[6,6],[5,6],[4,6],[3,6],[2,6],[1,6],[0,6],[0,6],[0,6]]","[[1,0],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1]]","[1991,3171,4179,4604,5782,7634,8766,10270,11594,11931,12834,13173,13511,14358,14956,15264,16137]","[127,1991,3171,4179,4604,5782,7634,8766,10270,11594,11931,12834,13173,13511,14358,14956,15264,16137]","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,null,0,2,0,0,0,0,0,0,0,0,0]",1.0,0.0,0,0,0.0,False,True,1757695902290,9.0,18,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx
5,2P3G,gpt-4.1-mini,1,670d816961bebcb45b53b929,7a5db826-2ab9-4c4c-8578-c93df8f87b1d,0.0,1.0,False,,,,gpt-4.1-mini,0.0,13,34,True,"[7,3]",equal_to_both,0.0,1757695904305,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[[0,7],[0,8],[1,8],[2,8],[3,8],[4,8],[5,8],[6,8],[7,8],[7,7],[7,6],[7,5],[7,4]]","[[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[6,7],[6,6],[6,5],[6,4],[6,3],[6,2],[6,1],[5,1],[5,0],[4,0],[4,0],[3,0],[2,0],[1,0],[0,0],[1,0],[2,0],[3,0],[4,0],[5,0],[6,0],[6,1],[6,2],[7,2],[6,2],[7,2]]","[[0,1],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[0,-1],[-1,0],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,1],[0,1],[1,0],[-1,0],[1,0],[0,-1]]","[3691,4885,5316,5626,5893,6261,6743,7670,12569,12964,13885,14479,18255]","[3691,4885,5316,5626,5893,6261,6743,7670,12569,12964,13885,14479,18255,19454,19953,20402,20650,20969,21147,21351,21691,22127,22324,22782,23041,23793,24241,24756,25429,25829,26557,26961,27577,27877]","[1,1,1,1,1,1,1,1,0,2,2,2,2]","[null,null,null,null,null,null,null,null,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0]",1.0,0.0,2,0,0.0,False,False,1757695932182,9.0,34,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx
6,2P3G,gpt-4.1-mini,1,670d816961bebcb45b53b929,7a5db826-2ab9-4c4c-8578-c93df8f87b1d,0.0,1.0,False,,,,gpt-4.1-mini,1.0,13,14,False,,no_new_goal,,1757695934201,[],"[1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1]","[[7,2],[7,3],[7,4],[7,5],[6,5],[5,5],[4,5],[3,5],[2,5],[1,5],[1,6],[1,7]]","[[7,14],[8,14],[8,13],[8,12],[8,11],[8,10],[8,9],[7,9],[6,9],[5,9],[4,9],[3,9],[2,9],[1,9]]","[[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1]]","[[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1]]","[2419,3560,4991,5678,6178,7025,7601,8871,10128,11758,12252,15935]","[945,2419,3560,4991,5678,6178,7025,7601,8871,10128,11758,12252,15935,17249]","[null,null,null,0,0,0,0,0,0,0,0,0]","[1,1,1,1,1,1,0,0,0,0,0,0,0,0]",0.0,1.0,0,0,0.0,False,True,1757695951451,,14,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx
7,2P3G,gpt-4.1-mini,1,670d816961bebcb45b53b929,7a5db826-2ab9-4c4c-8578-c93df8f87b1d,0.0,1.0,False,,,,gpt-4.1-mini,1.0,14,43,False,,no_new_goal,,1757695953472,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[[7,0],[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[6,6],[5,6],[4,6],[3,6],[2,6],[1,6],[0,6]]","[[7,14],[7,13],[7,12],[6,12],[6,11],[6,10],[6,9],[6,8],[6,7],[6,6],[6,5],[6,4],[5,4],[4,4],[3,4],[2,4],[1,4],[0,4],[0,4],[0,4],[0,4],[0,4],[1,4],[2,4],[3,4],[4,4],[3,4],[2,4],[1,4],[0,4],[0,4],[0,4],[0,4],[0,5],[1,5],[2,5],[3,5],[3,6],[2,6],[1,6],[0,6],[0,6],[0,6]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1]]","[[0,-1],[0,-1],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[1,0],[1,0],[1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[1,0],[1,0],[1,0],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1]]","[2128,2247,3002,3212,3422,3533,4422,4629,4987,5336,5720,5869,11083,15599]","[2128,2247,3002,3212,3422,3533,4422,4629,4987,5336,5720,5869,11083,15599,16941,17133,17430,17891,18155,18471,18753,19115,19220,19659,19980,20212,20489,20788,21261,21461,21722,21953,22264,22649,22938,23097,23563,23883,24430,24590,25017,25127,25601]","[null,null,null,null,null,null,0,0,0,0,0,0,0,0]","[null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695979073,,43,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx
8,2P3G,gpt-4.1-mini,1,670d816961bebcb45b53b929,7a5db826-2ab9-4c4c-8578-c93df8f87b1d,0.0,1.0,False,,,,gpt-4.1-mini,1.0,15,15,True,"[8,5]",equal_to_both,0.0,1757695981094,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1]","[[7,11],[6,11],[5,11],[6,11],[7,11],[8,11],[9,11],[10,11],[11,11],[12,11],[12,10],[12,9],[12,8],[13,8],[13,7]]","[[7,1],[8,1],[9,1],[10,1],[11,1],[12,1],[13,1],[12,1],[13,1],[12,1],[12,2],[12,3],[12,4],[12,5],[13,5]]","[[-1,0],[-1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,-1],[0,-1],[0,-1],[1,0],[0,-1],[0,-1]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[-1,0],[1,0],[-1,0],[0,1],[0,1],[0,1],[0,1],[1,0],[0,1]]","[3256,3988,5357,5861,6092,6344,6562,6858,7156,10053,10587,12048,13568,15490,17090]","[3256,3988,5357,5861,6092,6344,6562,6858,7156,10053,10587,12048,13568,15490,17090]","[0,0,0,1,2,2,1,1,1,1,1,1,1,1,1]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0.0,1.0,1,1,1.0,False,True,1757695998185,4.0,15,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx
9,2P3G,gpt-4.1-mini,1,670d816961bebcb45b53b929,7a5db826-2ab9-4c4c-8578-c93df8f87b1d,0.0,1.0,False,,,,gpt-4.1-mini,0.0,21,46,True,"[6,5]",closer_to_player2,1.0,1757696000211,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[7,6],[7,5],[7,4],[7,3],[7,2],[7,1],[7,0],[6,0],[6,1],[7,1],[7,2],[7,3],[7,4],[7,5]]","[[3,7],[2,7],[1,7],[0,7],[1,7],[2,7],[3,7],[4,7],[3,7],[4,7],[3,7],[4,7],[3,7],[2,7],[3,7],[4,7],[4,6],[3,6],[2,6],[1,6],[0,6],[1,6],[2,6],[3,6],[4,6],[5,6],[6,6],[5,6],[4,6],[4,5],[4,4],[4,3],[3,3],[2,3],[1,3],[2,3],[2,2],[3,2],[4,2],[5,2],[6,2],[7,2],[8,2],[7,2],[8,2],[8,1]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[0,1],[1,0],[0,1],[0,1],[0,1],[0,1],[-1,0]]","[[-1,0],[-1,0],[-1,0],[1,0],[1,0],[1,0],[1,0],[-1,0],[1,0],[-1,0],[1,0],[-1,0],[-1,0],[1,0],[1,0],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[1,0],[0,-1],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[-1,0],[1,0],[0,-1],[0,-1]]","[3343,3830,4356,5291,6313,7136,9480,10985,11486,12566,17291,19992,21254,23282,23634,25449,27185,27511,28445,29375,30441]","[3343,3830,4356,5291,6313,7136,9480,10985,11486,12566,17291,19992,21254,23282,23634,25449,27185,27511,28445,29375,30441,31933,32199,32416,32850,33437,33877,34126,34510,34703,35113,35362,35690,36045,36266,36632,37048,37469,37609,37959,38171,38479,38870,39053,39673,39913]","[null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2]","[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,0,0,2,0,0,0]",0.0,0.0,2,0,0.0,False,False,1757696040125,16.0,46,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx
10,2P3G,gpt-4.1-mini,1,670d816961bebcb45b53b929,7a5db826-2ab9-4c4c-8578-c93df8f87b1d,0.0,1.0,False,,,,gpt-4.1-mini,1.0,18,18,False,,no_new_goal,,1757696042146,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1]","[[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[6,7],[6,8],[6,9],[6,10],[6,9],[6,8],[6,7],[6,6],[6,5],[6,4],[6,3],[6,2]]","[[0,7],[1,7],[2,7],[3,7],[4,7],[3,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[7,6],[6,6],[6,5],[6,4],[6,3],[6,2]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[[1,0],[1,0],[1,0],[1,0],[-1,0],[-1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,-1],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[2747,3269,4246,5585,7860,9457,11835,16941,19740,20800,21640,22229,23545,23952,24785,25705,26055,26822]","[2747,3269,4246,5585,7860,9457,11835,16941,19740,20800,21640,22229,23545,23952,24785,25705,26055,26822]","[null,null,null,null,null,null,1,1,1,1,1,0,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0]",1.0,0.0,0,0,0.0,False,True,1757696068968,,18,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx
11,2P3G,gpt-4.1-mini,1,670d816961bebcb45b53b929,7a5db826-2ab9-4c4c-8578-c93df8f87b1d,0.0,1.0,False,,,,gpt-4.1-mini,1.0,11,11,True,"[4,10]",closer_to_player1,0.0,1757696070983,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[6,9],[5,9],[4,9],[3,9],[3,10]]","[[7,4],[7,5],[7,6],[7,7],[7,8],[7,9],[7,10],[7,9],[6,9],[5,9],[4,9]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[1,0]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,-1],[-1,0],[-1,0],[-1,0],[0,1]]","[2527,2951,3426,3793,4973,7006,8165,11747,13292,15006,18483]","[2527,2951,3426,3793,4973,7006,8165,11747,13292,15006,18483]","[null,null,null,null,null,0,0,0,0,2,2]","[null,null,null,null,null,null,null,0,2,2,2]",0.0,0.0,2,2,0.0,False,True,1757696089466,8.0,11,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx,experiment_data_670d816961bebcb45b53b929_room_7a5db826-2ab9-4c4c-8578-c93df8f87b1d_2025-09-12T16-57-24-862Z.xlsx
